"","Target","PIDGene","InteractionType","Group","InPID"
"1789","NFASC","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1790","DOCK5","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1791","GRM7","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1792","DOCK4","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1793","KDM6A","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1794","MET","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1795","OSBPL3","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1796","TIAM1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1797","THSD7A","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1798","ITGA8","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1799","FAM13A","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1800","GSE1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1801","PIP4K2A","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1802","UBR3","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1803","TENM4","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1804","GMDS","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1805","DTNBP1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1806","MAP4K4","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1807","ARHGAP15","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1808","ZNF407","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1809","RUNX1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1810","TBC1D5","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1811","NSMAF","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1812","KCNMA1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1813","INPP4B","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1814","PLCB1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1815","SPTBN1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1816","FILIP1L","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1817","ANO6","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1818","TGFB2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1819","SLX4IP","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1820","MAP2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1821","PPP3CA","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1822","HDAC4","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1823","FYN","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1824","SYT1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1825","FBXW11","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1826","ICAM4","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1827","TACC2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1828","HDAC9","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1829","MAPKAP1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1830","PDE4D","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1831","PRKCE","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1832","PPFIBP2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1833","DOCK10","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1834","EFHC1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1835","SSBP3","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1836","EPS8","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1837","ABCC4","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1838","SGK1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1839","SASH1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1840","GALNT10","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1841","TIAM2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1842","CNTN3","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1843","ACER3","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1844","DTNA","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1845","NFIA","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1846","RASAL2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1847","MICAL2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1848","MIPOL1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1849","RNF150","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1850","CSGALNACT1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1851","MCF2L2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1852","TRIO","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1853","PTPRM","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1854","GPATCH2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1855","DIPK2B","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1856","ETV6","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1857","SPECC1L","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1858","NCOA1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1859","CD34","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1860","ATP8B4","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1861","SIL1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1862","PCDH15","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1863","MLLT3","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1864","DLG1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1865","BNC2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1866","KIAA1217","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1867","NEDD9","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1868","RPS6KA2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1869","RAD51B","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1870","MEF2C","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1871","PIK3R1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1872","OSBPL10","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1873","SLC22A23","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1874","UVRAG","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1875","MYO1B","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1876","LDB2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1877","SSBP2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1878","WDFY3","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1879","NPAS3","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1880","AUTS2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1881","BCOR","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1882","MYRIP","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1883","AMBRA1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1884","UNC5D","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1885","PACSIN2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1886","PLXNA2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1887","MBNL1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1888","RIT2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1889","ZNF385D","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1890","MACF1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1891","MID1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1892","HIVEP2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1893","FGGY","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1894","SHROOM3","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1895","SEMA3C","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1896","ROBO1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1897","CTSH","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1898","PRKN","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1899","DLEU1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1900","PHLDB2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1901","MTSS1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1902","HTR5A","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1903","EXOC4","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1904","CUX1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1905","VPS13D","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1906","PCLO","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1907","EXT1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1908","DYNC2H1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1909","VPS8","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1910","FOXO3","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1911","RBPMS","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1912","STIM1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1913","PPFIA2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1914","CLEC16A","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1915","FNIP2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1916","SGMS1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1917","MYLK","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1918","CREB5","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1919","ZNF608","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1920","FAF1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1921","CAST","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1922","ALCAM","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1923","RIMS1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1924","ABLIM1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1925","FRMD3","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1926","CCNY","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1927","UNC5C","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1928","NAV2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1929","IMMP2L","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1930","MCC","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1931","MACROD2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1932","FRYL","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1933","SEC14L1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1934","KCNK1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1935","SPATS2L","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1936","CHN2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1937","ANKRD28","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1938","FTO","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1939","PNPLA8","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1940","FLI1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1941","SYNE1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1942","MAML3","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1943","LPP","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1944","MYC","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1945","LRCH1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1946","AFF1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1947","TUSC3","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1948","CRADD","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1949","NOS3","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1950","RFX3","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1951","APEX1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1952","LSAMP","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1953","TNFAIP8L1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1954","EPB41L2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1955","EPO","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1956","RALGAPA2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1957","TRAPPC9","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1958","EHF","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1959","DGKB","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1960","ADAMTSL1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1961","PDLIM5","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1962","SNX25","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1963","FAM129A","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1964","SCAPER","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1965","PRKAR2B","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1966","STXBP6","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1967","PECAM1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1968","TNIK","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1969","ARHGAP10","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1970","KAZN","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1971","NAV3","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1972","SIPA1L2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1973","VPS13A","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1974","ANGPT1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1975","ENAH","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1976","FHIT","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1977","DIO2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1978","CCSER1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1979","MAGI1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1980","TNS3","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1981","DLC1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1982","PBX1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1983","EVL","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1984","BMPR1B","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1985","TLN2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1986","AMPD3","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1987","AFF3","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1988","DNAH11","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1989","TCF12","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1990","ARID5B","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1991","AGAP1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1992","IGF1R","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1993","NEO1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1994","EFCAB2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1995","ARRDC4","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1996","LTBP1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1997","FRMD4B","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1998","TPD52","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"1999","SOX9","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2000","FRY","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2001","PTK2B","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2002","SVIL","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2003","COL25A1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2004","ZFPM2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2005","TANC1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2006","ST7","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2007","COL14A1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2008","STARD13","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2009","NRG3","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2010","CALD1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2011","ZMYND8","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2012","SH3RF1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2013","LRBA","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2014","VPS13B","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2015","RBMS3","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2016","FOXN3","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2017","FSTL5","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2018","ANKFN1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2019","ZNRF1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2020","CDKAL1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2021","PHLPP1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2022","SEMA6A","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2023","NEK7","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2024","ZPLD1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2025","CPEB4","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2026","ERG","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2027","HIVEP1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2028","XXYLT1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2029","CCDC91","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2030","PDE10A","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2031","DYRK1A","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2032","VWA5A","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2033","JMJD1C","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2034","CDYL","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2035","SND1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2036","TLK1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2037","DENND1B","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2038","ITPR1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2039","FBXL17","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2040","KDM4C","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2041","FLNB","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2042","TPRG1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2043","NRXN3","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2044","ANK3","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2045","PPM1H","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2046","UBE2H","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2047","TNRC6B","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2048","ZMIZ1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2049","IQGAP2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2050","ANKS1B","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2051","TBL1XR1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2052","CYBB","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2053","SCMH1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2054","AMOTL1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2055","ITSN1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2056","NEDD4L","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2057","MYCBP2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
